EntryTime,Expiry,Type,Strike,Direction,PnL
2024-05-15T14:00:00.0,2024-05-16T20:00:00.0,Put,510.0,1,-0.03
2024-05-15T14:00:00.0,2024-05-16T20:00:00.0,Call,535.0,1,-0.03
2024-05-16T14:00:00.0,2024-05-17T20:00:00.0,Put,526.0,-1,0.28
2024-05-16T14:00:00.0,2024-05-17T20:00:00.0,Call,534.0,-1,0.19
2024-05-16T14:00:00.0,2024-05-17T20:00:00.0,Put,520.0,1,-0.07
2024-05-16T14:00:00.0,2024-05-17T20:00:00.0,Call,537.0,1,-0.04
2024-05-17T14:00:00.0,2024-05-17T20:00:00.0,Put,526.0,-1,0.16
2024-05-17T14:00:00.0,2024-05-17T20:00:00.0,Call,531.0,-1,0.13
2024-05-17T14:00:00.0,2024-05-17T20:00:00.0,Put,520.0,1,-0.02
2024-05-17T14:00:00.0,2024-05-17T20:00:00.0,Call,535.0,1,-0.01
2024-05-20T14:00:00.0,2024-05-21T20:00:00.0,Put,528.0,-1,0.3
2024-05-20T14:00:00.0,2024-05-21T20:00:00.0,Call,534.0,-1,0.2
2024-05-20T14:00:00.0,2024-05-21T20:00:00.0,Put,518.0,1,-0.02
2024-05-20T14:00:00.0,2024-05-21T20:00:00.0,Call,538.0,1,-0.01
2024-05-22T14:00:00.0,2024-05-23T20:00:00.0,Put,526.0,-1,0.23999999999995453
2024-05-22T14:00:00.0,2024-05-23T20:00:00.0,Call,536.0,-1,0.48
2024-05-22T14:00:00.0,2024-05-23T20:00:00.0,Put,522.0,1,-0.11
2024-05-22T14:00:00.0,2024-05-23T20:00:00.0,Call,545.0,1,-0.01
2024-05-23T14:00:00.0,2024-05-24T20:00:00.0,Put,525.0,-1,0.43
2024-05-23T14:00:00.0,2024-05-24T20:00:00.0,Call,535.0,-1,0.33
2024-05-23T14:00:00.0,2024-05-24T20:00:00.0,Put,519.0,1,-0.12
2024-05-23T14:00:00.0,2024-05-24T20:00:00.0,Call,540.0,1,-0.03
2024-05-24T14:00:00.0,2024-05-24T20:00:00.0,Put,525.0,-1,0.19
2024-05-24T14:00:00.0,2024-05-24T20:00:00.0,Call,531.0,-1,0.08
2024-05-24T14:00:00.0,2024-05-24T20:00:00.0,Put,519.0,1,-0.03
2024-05-24T14:00:00.0,2024-05-24T20:00:00.0,Call,537.0,1,-0.01
2024-05-28T14:00:00.0,2024-05-29T20:00:00.0,Put,525.0,-1,0.29
2024-05-28T14:00:00.0,2024-05-29T20:00:00.0,Call,533.0,-1,0.18
2024-05-28T14:00:00.0,2024-05-29T20:00:00.0,Put,514.0,1,-0.03
2024-05-28T14:00:00.0,2024-05-29T20:00:00.0,Call,537.0,1,-0.03
2024-05-30T14:00:00.0,2024-05-31T20:00:00.0,Put,520.0,-1,0.34
2024-05-30T14:00:00.0,2024-05-31T20:00:00.0,Call,529.0,-1,0.36
2024-05-30T14:00:00.0,2024-05-31T20:00:00.0,Put,514.0,1,-0.05
2024-05-30T14:00:00.0,2024-05-31T20:00:00.0,Call,535.0,1,-0.03
2024-05-31T14:00:00.0,2024-05-31T20:00:00.0,Put,520.0,-1,0.25
2024-05-31T14:00:00.0,2024-05-31T20:00:00.0,Call,526.0,-1,-1.3200000000000092
2024-05-31T14:00:00.0,2024-05-31T20:00:00.0,Put,514.0,1,-0.02
2024-05-31T14:00:00.0,2024-05-31T20:00:00.0,Call,531.0,1,-0.01
2024-06-03T14:00:00.0,2024-06-04T20:00:00.0,Put,524.0,-1,0.24
2024-06-03T14:00:00.0,2024-06-04T20:00:00.0,Call,532.0,-1,0.21
2024-06-03T14:00:00.0,2024-06-04T20:00:00.0,Put,517.0,1,-0.05
2024-06-03T14:00:00.0,2024-06-04T20:00:00.0,Call,536.0,1,-0.03
2024-06-04T14:00:00.0,2024-06-05T20:00:00.0,Put,522.0,-1,0.31
2024-06-04T14:00:00.0,2024-06-05T20:00:00.0,Call,531.0,-1,-3.1400000000000365
2024-06-04T14:00:00.0,2024-06-05T20:00:00.0,Put,515.0,1,-0.04
2024-06-04T14:00:00.0,2024-06-05T20:00:00.0,Call,538.0,1,-0.02
2024-06-05T14:00:00.0,2024-06-06T20:00:00.0,Put,525.0,-1,0.38
2024-06-05T14:00:00.0,2024-06-06T20:00:00.0,Call,534.0,-1,-0.19000000000005002
2024-06-05T14:00:00.0,2024-06-06T20:00:00.0,Put,515.0,1,-0.02
2024-06-05T14:00:00.0,2024-06-06T20:00:00.0,Call,537.0,1,-0.05
2024-06-06T14:00:00.0,2024-06-07T20:00:00.0,Put,529.0,-1,0.44
2024-06-06T14:00:00.0,2024-06-07T20:00:00.0,Call,539.0,-1,0.46
2024-06-06T14:00:00.0,2024-06-07T20:00:00.0,Put,522.0,1,-0.07
2024-06-06T14:00:00.0,2024-06-07T20:00:00.0,Call,542.0,1,-0.12
2024-06-07T14:00:00.0,2024-06-07T20:00:00.0,Put,531.0,-1,0.27999999999999997
2024-06-07T14:00:00.0,2024-06-07T20:00:00.0,Call,537.0,-1,0.18000000000000002
2024-06-07T14:00:00.0,2024-06-07T20:00:00.0,Put,525.0,1,-0.03
2024-06-07T14:00:00.0,2024-06-07T20:00:00.0,Call,542.0,1,-0.01
2024-06-10T14:00:00.0,2024-06-11T20:00:00.0,Put,529.0,-1,0.29
2024-06-10T14:00:00.0,2024-06-11T20:00:00.0,Call,537.0,-1,0.19
2024-06-10T14:00:00.0,2024-06-11T20:00:00.0,Put,525.0,1,-0.07
2024-06-10T14:00:00.0,2024-06-11T20:00:00.0,Call,553.0,1,-0.01
2024-06-11T14:00:00.0,2024-06-12T20:00:00.0,Put,526.0,-1,0.47
2024-06-11T14:00:00.0,2024-06-12T20:00:00.0,Call,539.0,-1,-1.69
2024-06-11T14:00:00.0,2024-06-12T20:00:00.0,Put,520.0,1,-0.06
2024-06-11T14:00:00.0,2024-06-12T20:00:00.0,Call,545.0,1,-0.04
2024-06-12T14:00:00.0,2024-06-13T20:00:00.0,Put,536.0,-1,0.47
2024-06-12T14:00:00.0,2024-06-13T20:00:00.0,Call,548.0,-1,0.36
2024-06-12T14:00:00.0,2024-06-13T20:00:00.0,Put,530.0,1,-0.09
2024-06-12T14:00:00.0,2024-06-13T20:00:00.0,Call,552.0,1,-0.06
2024-06-13T14:00:00.0,2024-06-14T20:00:00.0,Put,538.0,-1,0.43
2024-06-13T14:00:00.0,2024-06-14T20:00:00.0,Call,546.0,-1,0.36
2024-06-13T14:00:00.0,2024-06-14T20:00:00.0,Put,532.0,1,-0.08
2024-06-13T14:00:00.0,2024-06-14T20:00:00.0,Call,552.0,1,-0.03
2024-06-14T14:00:00.0,2024-06-14T20:00:00.0,Put,538.0,-1,0.23
2024-06-14T14:00:00.0,2024-06-14T20:00:00.0,Call,544.0,-1,0.1
2024-06-14T14:00:00.0,2024-06-14T20:00:00.0,Put,532.0,1,-0.04
2024-06-14T14:00:00.0,2024-06-14T20:00:00.0,Call,548.0,1,-0.01
2024-06-17T14:00:00.0,2024-06-18T20:00:00.0,Put,538.0,-1,0.37
2024-06-17T14:00:00.0,2024-06-18T20:00:00.0,Call,546.0,-1,-2.0599999999999725
2024-06-17T14:00:00.0,2024-06-18T20:00:00.0,Put,514.0,1,-0.029999999999999995
2024-06-17T14:00:00.0,2024-06-18T20:00:00.0,Call,551.0,1,-0.02
2024-06-18T14:00:00.0,2024-06-18T20:00:00.0,Put,545.0,-1,0.3
2024-06-18T14:00:00.0,2024-06-18T20:00:00.0,Call,550.0,-1,0.21
2024-06-18T14:00:00.0,2024-06-18T20:00:00.0,Put,539.0,1,-0.03
2024-06-18T14:00:00.0,2024-06-18T20:00:00.0,Call,556.0,1,-0.01
2024-06-20T14:00:00.0,2024-06-21T20:00:00.0,Put,544.0,-1,0.46
2024-06-20T14:00:00.0,2024-06-21T20:00:00.0,Call,553.0,-1,0.26
2024-06-20T14:00:00.0,2024-06-21T20:00:00.0,Put,537.0,1,-0.09
2024-06-20T14:00:00.0,2024-06-21T20:00:00.0,Call,558.0,1,-0.05
2024-06-21T14:00:00.0,2024-06-21T20:00:00.0,Put,541.0,-1,0.25
2024-06-21T14:00:00.0,2024-06-21T20:00:00.0,Call,547.0,-1,0.22
2024-06-21T14:00:00.0,2024-06-21T20:00:00.0,Put,535.0,1,-0.03
2024-06-21T14:00:00.0,2024-06-21T20:00:00.0,Call,552.0,1,-0.02
2024-06-24T14:00:00.0,2024-06-25T20:00:00.0,Put,542.0,-1,0.37
2024-06-24T14:00:00.0,2024-06-25T20:00:00.0,Call,549.0,-1,0.31
2024-06-24T14:00:00.0,2024-06-25T20:00:00.0,Put,535.0,1,-0.04
2024-06-24T14:00:00.0,2024-06-25T20:00:00.0,Call,553.0,1,-0.03
2024-06-25T14:00:00.0,2024-06-26T20:00:00.0,Put,539.0,-1,0.29
2024-06-25T14:00:00.0,2024-06-26T20:00:00.0,Call,547.0,-1,0.29
2024-06-25T14:00:00.0,2024-06-26T20:00:00.0,Put,533.0,1,-0.04000000000000001
2024-06-25T14:00:00.0,2024-06-26T20:00:00.0,Call,552.0,1,-0.020000000000000004
2024-06-27T14:00:00.0,2024-06-28T20:00:00.0,Put,542.0,-1,0.38
2024-06-27T14:00:00.0,2024-06-28T20:00:00.0,Call,551.0,-1,0.24
2024-06-27T14:00:00.0,2024-06-28T20:00:00.0,Put,536.0,1,-0.05
2024-06-27T14:00:00.0,2024-06-28T20:00:00.0,Call,555.0,1,-0.03
2024-06-28T14:00:00.0,2024-06-28T20:00:00.0,Put,545.0,-1,-0.42000000000001364
2024-06-28T14:00:00.0,2024-06-28T20:00:00.0,Call,551.0,-1,0.18
2024-06-28T14:00:00.0,2024-06-28T20:00:00.0,Put,539.0,1,-0.02
2024-06-28T14:00:00.0,2024-06-28T20:00:00.0,Call,555.0,1,-0.01
2024-07-02T14:00:00.0,2024-07-03T20:00:00.0,Put,541.0,-1,0.2700000000000001
2024-07-02T14:00:00.0,2024-07-03T20:00:00.0,Call,549.0,-1,-1.7099999999999864
2024-07-02T14:00:00.0,2024-07-03T20:00:00.0,Put,535.0,1,-0.05
2024-07-02T14:00:00.0,2024-07-03T20:00:00.0,Call,552.0,1,-0.039999999999999994
2024-07-05T14:00:00.0,2024-07-05T20:00:00.0,Put,550.0,-1,0.2
2024-07-05T14:00:00.0,2024-07-05T20:00:00.0,Call,555.0,-1,0.1
2024-07-05T14:00:00.0,2024-07-05T20:00:00.0,Put,544.0,1,-0.03
2024-07-05T14:00:00.0,2024-07-05T20:00:00.0,Call,559.0,1,-0.01
2024-07-09T14:00:00.0,2024-07-10T20:00:00.0,Put,553.0,-1,0.28
2024-07-09T14:00:00.0,2024-07-10T20:00:00.0,Call,560.0,-1,-0.9499999999999682
2024-07-09T14:00:00.0,2024-07-10T20:00:00.0,Put,545.0,1,-0.03
2024-07-09T14:00:00.0,2024-07-10T20:00:00.0,Call,564.0,1,-0.019999999999999997
2024-07-11T14:00:00.0,2024-07-12T20:00:00.0,Put,557.0,-1,0.34
2024-07-11T14:00:00.0,2024-07-12T20:00:00.0,Call,566.0,-1,0.36
2024-07-11T14:00:00.0,2024-07-12T20:00:00.0,Put,551.0,1,-0.08
2024-07-11T14:00:00.0,2024-07-12T20:00:00.0,Call,572.0,1,-0.03
2024-07-12T14:00:00.0,2024-07-12T20:00:00.0,Put,556.0,-1,0.19
2024-07-12T14:00:00.0,2024-07-12T20:00:00.0,Call,562.0,-1,0.14
2024-07-12T14:00:00.0,2024-07-12T20:00:00.0,Put,550.0,1,-0.03
2024-07-12T14:00:00.0,2024-07-12T20:00:00.0,Call,568.0,1,-0.01
2024-07-15T14:00:00.0,2024-07-16T20:00:00.0,Put,558.0,-1,0.45
2024-07-15T14:00:00.0,2024-07-16T20:00:00.0,Call,566.0,-1,0.34
2024-07-15T14:00:00.0,2024-07-16T20:00:00.0,Put,554.0,1,-0.15
2024-07-15T14:00:00.0,2024-07-16T20:00:00.0,Call,585.0,1,-0.01
2024-07-16T14:00:00.0,2024-07-17T20:00:00.0,Put,559.0,-1,-2.0100000000000455
2024-07-16T14:00:00.0,2024-07-17T20:00:00.0,Call,567.0,-1,0.34
2024-07-16T14:00:00.0,2024-07-17T20:00:00.0,Put,553.0,1,-0.07
2024-07-16T14:00:00.0,2024-07-17T20:00:00.0,Call,570.0,1,-0.07
2024-07-17T14:00:00.0,2024-07-18T20:00:00.0,Put,554.0,-1,-0.7700000000000136
2024-07-17T14:00:00.0,2024-07-18T20:00:00.0,Call,564.0,-1,0.42
2024-07-17T14:00:00.0,2024-07-18T20:00:00.0,Put,550.0,1,-0.13
2024-07-17T14:00:00.0,2024-07-18T20:00:00.0,Call,570.0,1,-0.04
2024-07-18T14:00:00.0,2024-07-19T20:00:00.0,Put,553.0,-1,-3.4098999999999977
2024-07-18T14:00:00.0,2024-07-19T20:00:00.0,Call,564.0,-1,0.39
2024-07-18T14:00:00.0,2024-07-19T20:00:00.0,Put,547.0,1,-0.09
2024-07-18T14:00:00.0,2024-07-19T20:00:00.0,Call,570.0,1,-0.04
2024-07-19T14:00:00.0,2024-07-19T20:00:00.0,Put,548.0,-1,0.26999999999999996
2024-07-19T14:00:00.0,2024-07-19T20:00:00.0,Call,556.0,-1,0.39
2024-07-19T14:00:00.0,2024-07-19T20:00:00.0,Put,542.0,1,-0.04
2024-07-19T14:00:00.0,2024-07-19T20:00:00.0,Call,562.0,1,-0.03
2024-07-22T14:00:00.0,2024-07-23T20:00:00.0,Put,547.0,-1,0.47
2024-07-22T14:00:00.0,2024-07-23T20:00:00.0,Call,558.0,-1,0.34
2024-07-22T14:00:00.0,2024-07-23T20:00:00.0,Put,542.0,1,-0.13
2024-07-22T14:00:00.0,2024-07-23T20:00:00.0,Call,564.0,1,-0.03
2024-07-23T14:00:00.0,2024-07-24T20:00:00.0,Put,551.0,-1,-9.109999999999978
2024-07-23T14:00:00.0,2024-07-24T20:00:00.0,Call,560.0,-1,0.42999999999999994
2024-07-23T14:00:00.0,2024-07-24T20:00:00.0,Put,545.0,1,3.5599999999999774
2024-07-23T14:00:00.0,2024-07-24T20:00:00.0,Call,565.0,1,-0.03
2024-07-24T14:00:00.0,2024-07-25T20:00:00.0,Put,541.0,-1,-2.3500000000000503
2024-07-24T14:00:00.0,2024-07-25T20:00:00.0,Call,552.0,-1,0.41
2024-07-24T14:00:00.0,2024-07-25T20:00:00.0,Put,535.0,1,-0.12
2024-07-24T14:00:00.0,2024-07-25T20:00:00.0,Call,557.0,1,-0.07
2024-07-25T14:00:00.0,2024-07-26T20:00:00.0,Put,532.0,-1,0.52
2024-07-25T14:00:00.0,2024-07-26T20:00:00.0,Call,546.0,-1,0.66
2024-07-25T14:00:00.0,2024-07-26T20:00:00.0,Put,526.0,1,-0.20000000000000004
2024-07-25T14:00:00.0,2024-07-26T20:00:00.0,Call,552.0,1,-0.15
2024-07-26T14:00:00.0,2024-07-26T20:00:00.0,Put,539.0,-1,0.39
2024-07-26T14:00:00.0,2024-07-26T20:00:00.0,Call,548.0,-1,0.25
2024-07-26T14:00:00.0,2024-07-26T20:00:00.0,Put,533.0,1,-0.06
2024-07-26T14:00:00.0,2024-07-26T20:00:00.0,Call,554.0,1,-0.02
2024-07-29T14:00:00.0,2024-07-30T20:00:00.0,Put,541.0,-1,0.48000000000003185
2024-07-29T14:00:00.0,2024-07-30T20:00:00.0,Call,553.0,-1,0.37
2024-07-29T14:00:00.0,2024-07-30T20:00:00.0,Put,535.0,1,-0.15
2024-07-29T14:00:00.0,2024-07-30T20:00:00.0,Call,558.0,1,-0.05
2024-07-31T14:00:00.0,2024-08-01T20:00:00.0,Put,540.0,-1,0.67
2024-07-31T14:00:00.0,2024-08-01T20:00:00.0,Call,557.0,-1,0.5
2024-07-31T14:00:00.0,2024-08-01T20:00:00.0,Put,532.0,1,-0.12
2024-07-31T14:00:00.0,2024-08-01T20:00:00.0,Call,565.0,1,-0.04
2024-08-01T14:00:00.0,2024-08-02T20:00:00.0,Put,546.0,-1,-12.56000000000001
2024-08-01T14:00:00.0,2024-08-02T20:00:00.0,Call,560.0,-1,0.61
2024-08-01T14:00:00.0,2024-08-02T20:00:00.0,Put,540.0,1,7.060000000000009
2024-08-01T14:00:00.0,2024-08-02T20:00:00.0,Call,565.0,1,-0.11
2024-08-02T14:00:00.0,2024-08-02T20:00:00.0,Put,528.0,-1,0.62
2024-08-02T14:00:00.0,2024-08-02T20:00:00.0,Call,541.0,-1,0.51
2024-08-02T14:00:00.0,2024-08-02T20:00:00.0,Put,522.0,1,-0.17
2024-08-02T14:00:00.0,2024-08-02T20:00:00.0,Call,547.0,1,-0.11
2024-08-05T14:00:00.0,2024-08-06T20:00:00.0,Put,500.0,-1,1.69
2024-08-05T14:00:00.0,2024-08-06T20:00:00.0,Call,532.0,-1,0.86
2024-08-05T14:00:00.0,2024-08-06T20:00:00.0,Put,478.0,1,-1.01
2024-08-05T14:00:00.0,2024-08-06T20:00:00.0,Call,551.0,1,-0.07
2024-08-06T14:00:00.0,2024-08-07T20:00:00.0,Put,510.0,-1,1.06
2024-08-06T14:00:00.0,2024-08-07T20:00:00.0,Call,532.0,-1,0.71
2024-08-06T14:00:00.0,2024-08-07T20:00:00.0,Put,504.0,1,-0.48
2024-08-06T14:00:00.0,2024-08-07T20:00:00.0,Call,536.0,1,-0.3
2024-08-07T14:00:00.0,2024-08-08T20:00:00.0,Put,522.0,-1,0.87
2024-08-07T14:00:00.0,2024-08-08T20:00:00.0,Call,539.0,-1,0.56
2024-08-07T14:00:00.0,2024-08-08T20:00:00.0,Put,516.0,1,-0.38
2024-08-07T14:00:00.0,2024-08-08T20:00:00.0,Call,545.0,1,-0.08
2024-08-08T14:00:00.0,2024-08-09T20:00:00.0,Put,514.0,-1,1.02
2024-08-08T14:00:00.0,2024-08-09T20:00:00.0,Call,535.0,-1,0.6400000000000001
2024-08-08T14:00:00.0,2024-08-09T20:00:00.0,Put,508.0,1,-0.5
2024-08-08T14:00:00.0,2024-08-09T20:00:00.0,Call,540.0,1,-0.17
2024-08-09T14:00:00.0,2024-08-09T20:00:00.0,Put,522.0,-1,0.57
2024-08-09T14:00:00.0,2024-08-09T20:00:00.0,Call,535.0,-1,0.4
2024-08-09T14:00:00.0,2024-08-09T20:00:00.0,Put,516.0,1,-0.14
2024-08-09T14:00:00.0,2024-08-09T20:00:00.0,Call,541.0,1,-0.04
2024-08-12T14:00:00.0,2024-08-13T20:00:00.0,Put,523.0,-1,0.65
2024-08-12T14:00:00.0,2024-08-13T20:00:00.0,Call,538.0,-1,-3.1900000000000093
2024-08-12T14:00:00.0,2024-08-13T20:00:00.0,Put,517.0,1,-0.2
2024-08-12T14:00:00.0,2024-08-13T20:00:00.0,Call,544.0,1,-0.04
2024-08-13T14:00:00.0,2024-08-14T20:00:00.0,Put,529.0,-1,0.84
2024-08-13T14:00:00.0,2024-08-14T20:00:00.0,Call,544.0,-1,0.59
2024-08-13T14:00:00.0,2024-08-14T20:00:00.0,Put,522.0,1,-0.24
2024-08-13T14:00:00.0,2024-08-14T20:00:00.0,Call,551.0,1,-0.03
2024-08-14T14:00:00.0,2024-08-15T20:00:00.0,Put,533.0,-1,0.61
2024-08-14T14:00:00.0,2024-08-15T20:00:00.0,Call,548.0,-1,-4.589999999999982
2024-08-14T14:00:00.0,2024-08-15T20:00:00.0,Put,527.0,1,-0.24
2024-08-14T14:00:00.0,2024-08-15T20:00:00.0,Call,551.0,1,1.869999999999982
2024-08-15T14:00:00.0,2024-08-16T20:00:00.0,Put,543.0,-1,0.48000000000000004
2024-08-15T14:00:00.0,2024-08-16T20:00:00.0,Call,555.0,-1,0.46
2024-08-15T14:00:00.0,2024-08-16T20:00:00.0,Put,537.0,1,-0.17
2024-08-15T14:00:00.0,2024-08-16T20:00:00.0,Call,560.0,1,-0.08
2024-08-16T14:00:00.0,2024-08-16T20:00:00.0,Put,549.0,-1,0.39
2024-08-16T14:00:00.0,2024-08-16T20:00:00.0,Call,556.0,-1,0.3
2024-08-16T14:00:00.0,2024-08-16T20:00:00.0,Put,543.0,1,-0.08
2024-08-16T14:00:00.0,2024-08-16T20:00:00.0,Call,562.0,1,-0.01
2024-08-19T14:00:00.0,2024-08-20T20:00:00.0,Put,550.0,-1,0.35000000000000003
2024-08-19T14:00:00.0,2024-08-20T20:00:00.0,Call,559.0,-1,0.34
2024-08-19T14:00:00.0,2024-08-20T20:00:00.0,Put,545.0,1,-0.11
2024-08-19T14:00:00.0,2024-08-20T20:00:00.0,Call,565.0,1,-0.03
2024-08-20T14:00:00.0,2024-08-21T20:00:00.0,Put,556.0,-1,0.48
2024-08-20T14:00:00.0,2024-08-21T20:00:00.0,Call,565.0,-1,0.26
2024-08-20T14:00:00.0,2024-08-21T20:00:00.0,Put,550.0,1,-0.11
2024-08-20T14:00:00.0,2024-08-21T20:00:00.0,Call,570.0,1,-0.02
2024-08-21T14:00:00.0,2024-08-22T20:00:00.0,Put,555.0,-1,0.55
2024-08-21T14:00:00.0,2024-08-22T20:00:00.0,Call,565.0,-1,0.43
2024-08-21T14:00:00.0,2024-08-22T20:00:00.0,Put,549.0,1,-0.15
2024-08-21T14:00:00.0,2024-08-22T20:00:00.0,Call,570.0,1,-0.03
2024-08-22T14:00:00.0,2024-08-23T20:00:00.0,Put,555.0,-1,0.5
2024-08-22T14:00:00.0,2024-08-23T20:00:00.0,Call,568.0,-1,0.43
2024-08-22T14:00:00.0,2024-08-23T20:00:00.0,Put,547.0,1,-0.08
2024-08-22T14:00:00.0,2024-08-23T20:00:00.0,Call,571.0,1,-0.09999999999999999
2024-08-23T14:00:00.0,2024-08-23T20:00:00.0,Put,556.0,-1,0.47
2024-08-23T14:00:00.0,2024-08-23T20:00:00.0,Call,565.0,-1,0.29
2024-08-23T14:00:00.0,2024-08-23T20:00:00.0,Put,550.0,1,-0.13
2024-08-23T14:00:00.0,2024-08-23T20:00:00.0,Call,571.0,1,-0.02
2024-08-26T14:00:00.0,2024-08-27T20:00:00.0,Put,558.0,-1,0.4
2024-08-26T14:00:00.0,2024-08-27T20:00:00.0,Call,567.0,-1,0.36
2024-08-26T14:00:00.0,2024-08-27T20:00:00.0,Put,552.0,1,-0.07
2024-08-26T14:00:00.0,2024-08-27T20:00:00.0,Call,570.0,1,-0.07
2024-08-27T14:00:00.0,2024-08-28T20:00:00.0,Put,553.0,-1,0.53
2024-08-27T14:00:00.0,2024-08-28T20:00:00.0,Call,566.0,-1,0.5499999999999999
2024-08-27T14:00:00.0,2024-08-28T20:00:00.0,Put,549.0,1,-0.19
2024-08-27T14:00:00.0,2024-08-28T20:00:00.0,Call,572.0,1,-0.05
2024-08-28T14:00:00.0,2024-08-29T20:00:00.0,Put,554.0,-1,0.5
2024-08-28T14:00:00.0,2024-08-29T20:00:00.0,Call,567.0,-1,0.52
2024-08-28T14:00:00.0,2024-08-29T20:00:00.0,Put,540.0,1,-0.01
2024-08-28T14:00:00.0,2024-08-29T20:00:00.0,Call,572.0,1,-0.09
2024-08-29T14:00:00.0,2024-08-30T20:00:00.0,Put,556.0,-1,0.47
2024-08-29T14:00:00.0,2024-08-30T20:00:00.0,Call,567.0,-1,0.36
2024-08-29T14:00:00.0,2024-08-30T20:00:00.0,Put,550.0,1,-0.12
2024-08-29T14:00:00.0,2024-08-30T20:00:00.0,Call,573.0,1,-0.02
2024-08-30T14:00:00.0,2024-08-30T20:00:00.0,Put,558.0,-1,0.25
2024-08-30T14:00:00.0,2024-08-30T20:00:00.0,Call,565.0,-1,0.24
2024-08-30T14:00:00.0,2024-08-30T20:00:00.0,Put,552.0,1,-0.039999999999999994
2024-08-30T14:00:00.0,2024-08-30T20:00:00.0,Call,570.0,1,-0.009999999999999998
2024-09-03T14:00:00.0,2024-09-04T20:00:00.0,Put,552.0,-1,-0.8600000000000545
2024-09-03T14:00:00.0,2024-09-04T20:00:00.0,Call,564.0,-1,0.38
2024-09-03T14:00:00.0,2024-09-04T20:00:00.0,Put,546.0,1,-0.09
2024-09-03T14:00:00.0,2024-09-04T20:00:00.0,Call,570.0,1,-0.02
2024-09-04T14:00:00.0,2024-09-05T20:00:00.0,Put,543.0,-1,0.53
2024-09-04T14:00:00.0,2024-09-05T20:00:00.0,Call,557.0,-1,0.31
2024-09-04T14:00:00.0,2024-09-05T20:00:00.0,Put,537.0,1,-0.24
2024-09-04T14:00:00.0,2024-09-05T20:00:00.0,Call,563.0,1,-0.1
2024-09-05T14:00:00.0,2024-09-06T20:00:00.0,Put,544.0,-1,-3.3699999999999957
2024-09-05T14:00:00.0,2024-09-06T20:00:00.0,Call,561.0,-1,0.48
2024-09-05T14:00:00.0,2024-09-06T20:00:00.0,Put,538.0,1,-0.18
2024-09-05T14:00:00.0,2024-09-06T20:00:00.0,Call,565.0,1,-0.15
2024-09-06T14:00:00.0,2024-09-06T20:00:00.0,Put,542.0,-1,-1.5999999999999954
2024-09-06T14:00:00.0,2024-09-06T20:00:00.0,Call,552.5,-1,0.41
2024-09-06T14:00:00.0,2024-09-06T20:00:00.0,Put,536.0,1,-0.14
2024-09-06T14:00:00.0,2024-09-06T20:00:00.0,Call,558.0,1,-0.05
2024-09-09T14:00:00.0,2024-09-10T20:00:00.0,Put,538.0,-1,0.63
