EntryTime,EntrySpot,Expiry,Strike,Type,Direction,EntryPrice,ExitSpot,PnL
2024-01-31T15:00:00.0,487.69,2024-02-01T21:00:00.0,482.0,Put,-1,0.0009022124710369292,489.02,0.44
2024-01-31T15:00:00.0,487.69,2024-02-01T21:00:00.0,494.0,Call,-1,0.0008612028132625233,489.02,0.42
2024-02-01T15:00:00.0,484.46,2024-02-02T21:00:00.0,479.0,Put,-1,0.0009495107955249144,493.77,0.46
2024-02-01T15:00:00.0,484.46,2024-02-02T21:00:00.0,490.0,Call,-1,0.0007637369442265615,493.77,-3.3999999999999817
2024-02-02T15:00:00.0,490.59,2024-02-02T21:00:00.0,487.5,Put,-1,0.0005299741128029516,493.77,0.26
2024-02-02T15:00:00.0,490.59,2024-02-02T21:00:00.0,493.0,Call,-1,0.0005095904930797611,493.77,-0.5199999999999818
2024-02-05T15:00:00.0,492.7,2024-02-06T21:00:00.0,489.0,Put,-1,0.0005682971382179826,493.94,0.28
2024-02-05T15:00:00.0,492.7,2024-02-06T21:00:00.0,497.0,Call,-1,0.0005277044854881266,493.94,0.26
2024-02-06T15:00:00.0,492.83,2024-02-07T21:00:00.0,489.0,Put,-1,0.0006493111214820527,497.91,0.32
2024-02-06T15:00:00.0,492.83,2024-02-07T21:00:00.0,497.0,Call,-1,0.000547856258750482,497.91,-0.640000000000025
2024-02-07T15:00:00.0,495.805,2024-02-08T21:00:00.0,492.0,Put,-1,0.0006252458123657486,498.25,0.31
2024-02-07T15:00:00.0,495.805,2024-02-08T21:00:00.0,500.0,Call,-1,0.00048406127408961183,498.25,0.24
2024-02-08T15:00:00.0,498.0201,2024-02-09T21:00:00.0,494.0,Put,-1,0.0005823058145645125,501.04,0.29
2024-02-08T15:00:00.0,498.0201,2024-02-09T21:00:00.0,502.0,Call,-1,0.0004819082603292517,501.04,0.24
2024-02-09T15:00:00.0,499.45,2024-02-09T21:00:00.0,497.0,Put,-1,0.000380418460306337,501.04,0.19
2024-02-09T15:00:00.0,499.45,2024-02-09T21:00:00.0,502.0,Call,-1,0.00028030833917309044,501.04,0.14
2024-02-12T15:00:00.0,501.35,2024-02-13T21:00:00.0,497.0,Put,-1,0.0008377381071108008,494.06,-2.519999999999998
2024-02-12T15:00:00.0,501.35,2024-02-13T21:00:00.0,506.0,Call,-1,0.0006382766530368006,494.06,0.32
2024-02-13T15:00:00.0,493.73,2024-02-14T21:00:00.0,489.0,Put,-1,0.0006481275190893808,498.92,0.32
2024-02-13T15:00:00.0,493.73,2024-02-14T21:00:00.0,498.0,Call,-1,0.0007493974439470966,498.92,-0.5500000000000159
2024-02-14T15:00:00.0,496.93,2024-02-15T21:00:00.0,492.0,Put,-1,0.0006037067595033506,502.02,0.3
2024-02-14T15:00:00.0,496.93,2024-02-15T21:00:00.0,501.0,Call,-1,0.0007848187873543557,502.02,-0.6299999999999818
2024-02-15T15:00:00.0,499.81,2024-02-16T21:00:00.0,495.0,Put,-1,0.0007602889097857186,499.32,0.38
2024-02-15T15:00:00.0,499.81,2024-02-16T21:00:00.0,504.0,Call,-1,0.0006602508953402293,499.32,0.33
2024-02-16T15:00:00.0,499.53,2024-02-16T21:00:00.0,496.0,Put,-1,0.0006205833483474467,499.32,0.31
2024-02-16T15:00:00.0,499.53,2024-02-16T21:00:00.0,503.0,Call,-1,0.0002802634476407824,499.32,0.14
2024-02-20T15:00:00.0,496.55,2024-02-21T21:00:00.0,491.0,Put,-1,0.0009263921055281442,497.09,0.46
2024-02-20T15:00:00.0,496.55,2024-02-21T21:00:00.0,502.0,Call,-1,0.0007451414761856812,497.09,0.37
2024-02-21T15:00:00.0,495.325,2024-02-22T21:00:00.0,490.0,Put,-1,0.0010296270125675063,507.38,0.51
2024-02-21T15:00:00.0,495.325,2024-02-22T21:00:00.0,501.0,Call,-1,0.0009690607177105941,507.38,-5.899999999999995
2024-02-22T15:00:00.0,504.97,2024-02-23T21:00:00.0,500.0,Put,-1,0.0006733073251876349,507.7,0.34
2024-02-22T15:00:00.0,504.97,2024-02-23T21:00:00.0,510.0,Call,-1,0.0005742915420718062,507.7,0.29
2024-02-23T15:00:00.0,509.35,2024-02-23T21:00:00.0,506.0,Put,-1,0.000274860115833906,507.7,0.14
2024-02-23T15:00:00.0,509.35,2024-02-23T21:00:00.0,512.0,Call,-1,0.0003926573083341514,507.7,0.2
2024-02-26T15:00:00.0,508.09,2024-02-27T21:00:00.0,504.0,Put,-1,0.0005904465744257907,506.93,0.3
2024-02-26T15:00:00.0,508.09,2024-02-27T21:00:00.0,512.0,Call,-1,0.0004920388120214922,506.93,0.24999999999999997
2024-02-27T15:00:00.0,506.24,2024-02-28T21:00:00.0,502.0,Put,-1,0.0004148230088495575,506.04,0.21
2024-02-27T15:00:00.0,506.24,2024-02-28T21:00:00.0,510.0,Call,-1,0.0004740834386852086,506.04,0.24
2024-02-28T15:00:00.0,505.29,2024-02-29T21:00:00.0,501.0,Put,-1,0.0006332996892873399,508.39,0.32
2024-02-28T15:00:00.0,505.29,2024-02-29T21:00:00.0,510.0,Call,-1,0.0005145559975459637,508.39,0.26
2024-02-29T15:00:00.0,508.625,2024-03-01T21:00:00.0,504.0,Put,-1,0.0005898255099533055,512.75,0.3
2024-02-29T15:00:00.0,508.625,2024-03-01T21:00:00.0,513.0,Call,-1,0.0005505038092897518,512.75,0.28
2024-03-01T15:00:00.0,509.29,2024-03-01T21:00:00.0,506.0,Put,-1,0.00015708142708476506,512.75,0.08
2024-03-01T15:00:00.0,509.29,2024-03-01T21:00:00.0,512.0,Call,-1,0.00023562214062714757,512.75,-0.63
2024-03-04T15:00:00.0,512.425,2024-03-05T21:00:00.0,509.0,Put,-1,0.0005854515294921208,507.34,-1.360000000000025
2024-03-04T15:00:00.0,512.425,2024-03-05T21:00:00.0,516.0,Call,-1,0.0003903010196614139,507.34,0.2
2024-03-05T15:00:00.0,510.21,2024-03-06T21:00:00.0,506.0,Put,-1,0.0007251915877775818,509.96,0.37
2024-03-05T15:00:00.0,510.21,2024-03-06T21:00:00.0,515.0,Call,-1,0.000450794770780659,509.96,0.23
2024-03-06T15:00:00.0,509.8338,2024-03-07T21:00:00.0,505.0,Put,-1,0.0007257266976022382,514.81,0.37
2024-03-06T15:00:00.0,509.8338,2024-03-07T21:00:00.0,515.0,Call,-1,0.0004903558767582691,514.81,0.25
2024-03-07T15:00:00.0,513.21,2024-03-08T21:00:00.0,508.0,Put,-1,0.0009158044465228658,512.24,0.47
2024-03-07T15:00:00.0,513.21,2024-03-08T21:00:00.0,518.0,Call,-1,0.0008768340445431694,512.24,0.45
2024-03-08T15:00:00.0,517.84,2024-03-08T21:00:00.0,515.0,Put,-1,0.0005407075544569751,512.24,-2.4799999999999907
2024-03-08T15:00:00.0,517.84,2024-03-08T21:00:00.0,521.0,Call,-1,0.0003282867294917349,512.24,0.17
2024-03-11T14:00:00.0,509.47,2024-03-12T20:00:00.0,503.0,Put,-1,0.001079553261232261,516.81,0.55
2024-03-11T14:00:00.0,509.47,2024-03-12T20:00:00.0,516.0,Call,-1,0.0009028990912124365,516.81,-0.3499999999999454
2024-03-12T14:00:00.0,513.51,2024-03-13T20:00:00.0,508.0,Put,-1,0.0007594788806449729,516.07,0.39
2024-03-12T14:00:00.0,513.51,2024-03-13T20:00:00.0,518.0,Call,-1,0.0007789526980974081,516.07,0.4
2024-03-13T14:00:00.0,515.98,2024-03-14T20:00:00.0,511.0,Put,-1,0.000600798480561262,514.85,0.31
2024-03-13T14:00:00.0,515.98,2024-03-14T20:00:00.0,520.0,Call,-1,0.0007364626535912244,514.85,0.38
2024-03-14T14:00:00.0,513.61,2024-03-15T20:00:00.0,506.0,Put,-1,0.0008566811393859153,510.0,0.44
2024-03-14T14:00:00.0,513.61,2024-03-15T20:00:00.0,518.0,Call,-1,0.000661980880434571,510.0,0.34
2024-03-15T14:00:00.0,510.01,2024-03-15T20:00:00.0,506.0,Put,-1,0.00045097154957745927,510.0,0.23
2024-03-15T14:00:00.0,510.01,2024-03-15T20:00:00.0,514.0,Call,-1,0.0003529342561910551,510.0,0.18
2024-03-18T14:00:00.0,513.86,2024-03-19T20:00:00.0,509.0,Put,-1,0.0008951854590744561,515.81,0.46
2024-03-18T14:00:00.0,513.86,2024-03-19T20:00:00.0,519.0,Call,-1,0.0006616588175767719,515.81,0.34
2024-03-19T14:00:00.0,511.7782,2024-03-20T20:00:00.0,505.0,Put,-1,0.0006252708692945499,520.23,0.32
2024-03-19T14:00:00.0,511.7782,2024-03-20T20:00:00.0,517.0,Call,-1,0.0009379063039418247,520.23,-2.750000000000018
2024-03-20T14:00:00.0,515.51,2024-03-21T20:00:00.0,509.0,Put,-1,0.0009311167581618203,522.22,0.48
2024-03-20T14:00:00.0,515.51,2024-03-21T20:00:00.0,521.0,Call,-1,0.0011057011503171617,522.22,-0.6500000000000273
2024-03-21T14:00:00.0,523.3113,2024-03-22T20:00:00.0,519.0,Put,-1,0.0005159452891615373,521.3,0.27
2024-03-21T14:00:00.0,523.3113,2024-03-22T20:00:00.0,527.0,Call,-1,0.0005541634587290586,521.3,0.29
2024-03-22T14:00:00.0,521.9501,2024-03-22T20:00:00.0,519.0,Put,-1,0.0002682248743701745,521.3,0.14
2024-03-22T14:00:00.0,521.9501,2024-03-22T20:00:00.0,524.0,Call,-1,0.0002682248743701745,521.3,0.14
2024-03-25T14:00:00.0,520.25,2024-03-26T20:00:00.0,517.0,Put,-1,0.0006150888995675156,519.13,0.32
2024-03-25T14:00:00.0,520.25,2024-03-26T20:00:00.0,524.0,Call,-1,0.00034598750600672753,519.13,0.18
2024-03-26T14:00:00.0,521.35,2024-03-27T20:00:00.0,518.0,Put,-1,0.0004603433394073079,523.15,0.24
2024-03-26T14:00:00.0,521.35,2024-03-27T20:00:00.0,525.0,Call,-1,0.0003260765320801765,523.15,0.17
2024-03-27T14:00:00.0,520.9,2024-03-28T20:00:00.0,517.0,Put,-1,0.0005951238241505087,523.01,0.31
2024-03-27T14:00:00.0,520.9,2024-03-28T20:00:00.0,524.0,Call,-1,0.0005759262814359762,523.01,0.3
2024-03-28T14:00:00.0,523.39,2024-03-28T20:00:00.0,521.0,Put,-1,0.0003439118057280422,523.01,0.18
2024-03-28T14:00:00.0,523.39,2024-03-28T20:00:00.0,526.0,Call,-1,0.0001719559028640211,523.01,0.09
2024-04-01T14:00:00.0,524.02,2024-04-02T20:00:00.0,521.0,Put,-1,0.0005343307507347048,518.87,-1.8499999999999954
2024-04-01T14:00:00.0,524.02,2024-04-02T20:00:00.0,527.0,Call,-1,0.0003816648219533606,518.87,0.2
2024-04-02T14:00:00.0,517.415,2024-04-03T20:00:00.0,513.0,Put,-1,0.0007924006841703469,519.73,0.41
2024-04-02T14:00:00.0,517.415,2024-04-03T20:00:00.0,522.0,Call,-1,0.00046384430292898353,519.73,0.24
2024-04-03T14:00:00.0,519.38,2024-04-04T20:00:00.0,515.0,Put,-1,0.0006161192190688898,513.37,-1.3099999999999954
2024-04-03T14:00:00.0,519.38,2024-04-04T20:00:00.0,524.0,Call,-1,0.0003080596095344449,513.37,0.16
2024-04-04T14:00:00.0,522.9412,2024-04-05T20:00:00.0,518.0,Put,-1,0.0007075365260950945,518.34,0.37
2024-04-04T14:00:00.0,522.9412,2024-04-05T20:00:00.0,527.0,Call,-1,0.0007457817437218564,518.34,0.39
2024-04-05T14:00:00.0,515.95,2024-04-05T20:00:00.0,512.0,Put,-1,0.0006202151371256904,518.34,0.32
2024-04-05T14:00:00.0,515.95,2024-04-05T20:00:00.0,519.0,Call,-1,0.0006202151371256904,518.34,0.32
2024-04-08T14:00:00.0,518.76,2024-04-09T20:00:00.0,514.0,Put,-1,0.0008481764206955047,519.61,0.44
2024-04-08T14:00:00.0,518.76,2024-04-09T20:00:00.0,523.0,Call,-1,0.000597578841853651,519.61,0.31
2024-04-09T14:00:00.0,518.96,2024-04-10T20:00:00.0,512.0,Put,-1,0.0010212733158624942,513.87,0.53
2024-04-09T14:00:00.0,518.96,2024-04-10T20:00:00.0,525.0,Call,-1,0.000867118853090797,513.87,0.45
2024-04-10T14:00:00.0,513.59,2024-04-11T20:00:00.0,507.0,Put,-1,0.001031951556689188,517.92,0.53
2024-04-10T14:00:00.0,513.59,2024-04-11T20:00:00.0,520.0,Call,-1,0.0008372437158044354,517.92,0.43
2024-04-11T14:00:00.0,514.06,2024-04-12T20:00:00.0,507.0,Put,-1,0.000836478232112983,510.99,0.43
2024-04-11T14:00:00.0,514.06,2024-04-12T20:00:00.0,520.0,Call,-1,0.000836478232112983,510.99,0.43
2024-04-12T14:00:00.0,515.04,2024-04-12T20:00:00.0,511.0,Put,-1,0.000737806772289531,510.99,0.3700000000000091
2024-04-12T14:00:00.0,515.04,2024-04-12T20:00:00.0,519.0,Call,-1,0.0003689033861447655,510.99,0.19
2024-04-15T14:00:00.0,514.89,2024-04-16T20:00:00.0,508.0,Put,-1,0.0008739730816290859,503.16,-4.389999999999975
2024-04-15T14:00:00.0,514.89,2024-04-16T20:00:00.0,520.0,Call,-1,0.0007574433374118744,503.16,0.39
2024-04-16T14:00:00.0,504.17,2024-04-17T20:00:00.0,496.0,Put,-1,0.0010909018783346886,500.05,0.55
2024-04-16T14:00:00.0,504.17,2024-04-17T20:00:00.0,511.0,Call,-1,0.0011504056171529444,500.05,0.58
2024-04-17T14:00:00.0,504.82,2024-04-18T20:00:00.0,498.0,Put,-1,0.0008517887563884157,499.69,0.43
2024-04-17T14:00:00.0,504.82,2024-04-18T20:00:00.0,511.0,Call,-1,0.0008914068380809001,499.69,0.45
2024-04-18T14:00:00.0,500.96,2024-04-19T20:00:00.0,494.0,Put,-1,0.001018045352922389,494.92,0.51
2024-04-18T14:00:00.0,500.96,2024-04-19T20:00:00.0,507.0,Call,-1,0.0010579687000958162,494.92,0.53
2024-04-19T14:00:00.0,499.83,2024-04-19T20:00:00.0,495.0,Put,-1,0.0007202448832603085,494.92,0.2800000000000159
2024-04-19T14:00:00.0,499.83,2024-04-19T20:00:00.0,504.0,Call,-1,0.0006202108716963768,494.92,0.31
2024-04-22T14:00:00.0,497.85,2024-04-23T20:00:00.0,492.0,Put,-1,0.0010444913126443707,505.42,0.52
2024-04-22T14:00:00.0,497.85,2024-04-23T20:00:00.0,503.0,Call,-1,0.0008838003414683137,505.42,-1.980000000000016
2024-04-23T14:00:00.0,503.01,2024-04-24T20:00:00.0,497.0,Put,-1,0.0008349734597721715,505.55,0.42
2024-04-23T14:00:00.0,503.01,2024-04-24T20:00:00.0,508.0,Call,-1,0.0007952128188306396,505.55,0.4
2024-04-24T14:00:00.0,506.38,2024-04-25T20:00:00.0,500.0,Put,-1,0.0008491646589517753,504.31,0.43
2024-04-24T14:00:00.0,506.38,2024-04-25T20:00:00.0,512.0,Call,-1,0.000710928551680556,504.31,0.36
2024-04-25T14:00:00.0,497.93,2024-04-26T20:00:00.0,491.0,Put,-1,0.001064406643504107,508.28,0.53
2024-04-25T14:00:00.0,497.93,2024-04-26T20:00:00.0,505.0,Call,-1,0.000903741489767638,508.28,-2.8299999999999725
2024-04-26T14:00:00.0,507.92,2024-04-26T20:00:00.0,504.0,Put,-1,0.0006890848952590959,508.28,0.35
2024-04-26T14:00:00.0,507.92,2024-04-26T20:00:00.0,511.0,Call,-1,0.0004528272168845488,508.28,0.23
2024-04-29T14:00:00.0,509.85,2024-04-30T20:00:00.0,505.0,Put,-1,0.0008041580857114837,502.14,-2.4500000000000135
2024-04-29T14:00:00.0,509.85,2024-04-30T20:00:00.0,514.0,Call,-1,0.0006668628027851329,502.14,0.34
2024-04-30T14:00:00.0,509.1,2024-05-01T20:00:00.0,503.0,Put,-1,0.0009821253191907287,500.31,-2.1899999999999977
2024-04-30T14:00:00.0,509.1,2024-05-01T20:00:00.0,515.0,Call,-1,0.0007464152425849538,500.31,0.38
2024-05-01T14:00:00.0,500.3,2024-05-02T20:00:00.0,493.0,Put,-1,0.000779532280631621,505.5,0.39
2024-05-01T14:00:00.0,500.3,2024-05-02T20:00:00.0,508.0,Call,-1,0.0009994003597841295,505.5,0.5
2024-05-02T14:00:00.0,501.8,2024-05-03T20:00:00.0,494.0,Put,-1,0.0009764846552411319,511.51,0.49
2024-05-02T14:00:00.0,501.8,2024-05-03T20:00:00.0,509.0,Call,-1,0.0010362694300518134,511.51,-1.9899999999999909
2024-05-03T14:00:00.0,510.805,2024-05-03T20:00:00.0,506.0,Put,-1,0.0002936541341607854,511.51,0.15
2024-05-03T14:00:00.0,510.805,2024-05-03T20:00:00.0,514.0,Call,-1,0.000450269672379871,511.51,0.23
2024-05-06T14:00:00.0,514.125,2024-05-07T20:00:00.0,510.0,Put,-1,0.0006807682956479455,517.16,0.35
2024-05-06T14:00:00.0,514.125,2024-05-07T20:00:00.0,518.0,Call,-1,0.00042791150012156575,517.16,0.22
2024-05-07T14:00:00.0,517.23,2024-05-08T20:00:00.0,513.0,Put,-1,0.0006573477949848231,517.2,0.34
2024-05-07T14:00:00.0,517.23,2024-05-08T20:00:00.0,521.0,Call,-1,0.0004253426908725325,517.2,0.22
2024-05-08T14:00:00.0,516.62,2024-05-09T20:00:00.0,512.0,Put,-1,0.0005613410243505865,520.08,0.29
2024-05-08T14:00:00.0,516.62,2024-05-09T20:00:00.0,520.0,Call,-1,0.0005226278502574426,520.08,0.1899999999999591
2024-05-09T14:00:00.0,517.635,2024-05-10T20:00:00.0,513.0,Put,-1,0.0005409216919257778,520.66,0.28
2024-05-09T14:00:00.0,517.635,2024-05-10T20:00:00.0,521.0,Call,-1,0.0005409216919257778,520.66,0.28
2024-05-10T14:00:00.0,521.93,2024-05-10T20:00:00.0,519.0,Put,-1,0.00028739486137987856,520.66,0.15
2024-05-10T14:00:00.0,521.93,2024-05-10T20:00:00.0,524.0,Call,-1,0.0003065545188052038,520.66,0.16
2024-05-13T14:00:00.0,521.685,2024-05-14T20:00:00.0,517.0,Put,-1,0.0006709029395133079,523.27,0.35
2024-05-13T14:00:00.0,521.685,2024-05-14T20:00:00.0,526.0,Call,-1,0.00046004772995198253,523.27,0.24
2024-05-14T14:00:00.0,521.34,2024-05-15T20:00:00.0,515.0,Put,-1,0.0011125177427398626,529.32,0.58
2024-05-14T14:00:00.0,521.34,2024-05-15T20:00:00.0,527.0,Call,-1,0.0009782483599953965,529.32,-1.81000000000005
2024-05-15T14:00:00.0,525.951,2024-05-16T20:00:00.0,521.0,Put,-1,0.0005703953410108546,528.55,0.3
2024-05-15T14:00:00.0,525.951,2024-05-16T20:00:00.0,530.0,Call,-1,0.0005323689849434643,528.55,0.28
2024-05-16T14:00:00.0,530.22,2024-05-17T20:00:00.0,526.0,Put,-1,0.0005280826826600279,529.13,0.28
2024-05-16T14:00:00.0,530.22,2024-05-17T20:00:00.0,534.0,Call,-1,0.0003583418203764475,529.13,0.19
2024-05-17T14:00:00.0,528.79,2024-05-17T20:00:00.0,526.0,Put,-1,0.0003025775827833356,529.13,0.16
2024-05-17T14:00:00.0,528.79,2024-05-17T20:00:00.0,531.0,Call,-1,0.0002458442860114602,529.13,0.13
2024-05-20T14:00:00.0,531.0,2024-05-21T20:00:00.0,528.0,Put,-1,0.0005649717514124294,531.04,0.3
2024-05-20T14:00:00.0,531.0,2024-05-21T20:00:00.0,534.0,Call,-1,0.0003766478342749529,531.04,0.2
2024-05-21T14:00:00.0,529.6887,2024-05-22T20:00:00.0,525.0,Put,-1,0.000849555597466965,530.15,0.45
2024-05-21T14:00:00.0,529.6887,2024-05-22T20:00:00.0,535.0,Call,-1,0.000396459278817917,530.15,0.21
2024-05-22T14:00:00.0,531.14,2024-05-23T20:00:00.0,526.0,Put,-1,0.0008284068230598336,525.8,0.23999999999995453
2024-05-22T14:00:00.0,531.14,2024-05-23T20:00:00.0,537.0,Call,-1,0.0005836502617012464,525.8,0.31
2024-05-23T14:00:00.0,530.41,2024-05-24T20:00:00.0,525.0,Put,-1,0.0008106936143737864,529.57,0.43
2024-05-23T14:00:00.0,530.41,2024-05-24T20:00:00.0,535.0,Call,-1,0.0006221602156822082,529.57,0.33
2024-05-24T14:00:00.0,528.16,2024-05-24T20:00:00.0,525.0,Put,-1,0.00035973947288700395,529.57,0.19
2024-05-24T14:00:00.0,528.16,2024-05-24T20:00:00.0,531.0,Call,-1,0.0001514692517418964,529.57,0.08
2024-05-28T14:00:00.0,529.13,2024-05-29T20:00:00.0,525.0,Put,-1,0.00054806947253038,525.99,0.29
2024-05-28T14:00:00.0,529.13,2024-05-29T20:00:00.0,533.0,Call,-1,0.0003401810519154083,525.99,0.18
2024-05-29T14:00:00.0,526.2945,2024-05-30T20:00:00.0,522.0,Put,-1,0.0006650269003381187,522.44,0.35
2024-05-29T14:00:00.0,526.2945,2024-05-30T20:00:00.0,530.0,Call,-1,0.0004940199831083168,522.44,0.26
2024-05-30T14:00:00.0,524.5,2024-05-31T20:00:00.0,520.0,Put,-1,0.0006482364156339372,527.49,0.34
2024-05-30T14:00:00.0,524.5,2024-05-31T20:00:00.0,529.0,Call,-1,0.0006863679694947568,527.49,0.36
2024-05-31T14:00:00.0,522.76,2024-05-31T20:00:00.0,519.0,Put,-1,0.0002486800826383044,527.49,0.13
2024-05-31T14:00:00.0,522.76,2024-05-31T20:00:00.0,526.0,Call,-1,0.00032519703114239806,527.49,-1.3200000000000092
2024-06-03T14:00:00.0,528.496,2024-06-04T20:00:00.0,524.0,Put,-1,0.000454118858042445,528.19,0.24
2024-06-03T14:00:00.0,528.496,2024-06-04T20:00:00.0,532.0,Call,-1,0.00039735400078713933,528.19,0.21
2024-06-04T14:00:00.0,527.11,2024-06-05T20:00:00.0,522.0,Put,-1,0.0005881125381798865,534.46,0.31
2024-06-04T14:00:00.0,527.11,2024-06-05T20:00:00.0,532.0,Call,-1,0.0003794274439870236,534.46,-2.260000000000036
2024-06-05T14:00:00.0,529.88,2024-06-06T20:00:00.0,525.0,Put,-1,0.0007171435041896278,534.32,0.38
2024-06-05T14:00:00.0,529.88,2024-06-06T20:00:00.0,534.0,Call,-1,0.00024533856722276746,534.32,-0.19000000000005002
2024-06-06T14:00:00.0,534.5,2024-06-07T20:00:00.0,529.0,Put,-1,0.0008231992516370439,533.86,0.44
2024-06-06T14:00:00.0,534.5,2024-06-07T20:00:00.0,540.0,Call,-1,0.0005425631431244153,533.86,0.29
2024-06-07T14:00:00.0,534.21,2024-06-07T20:00:00.0,531.0,Put,-1,0.0005241384474270418,533.86,0.27999999999999997
2024-06-07T14:00:00.0,534.21,2024-06-07T20:00:00.0,537.0,Call,-1,0.00033694614477452686,533.86,0.18000000000000002
2024-06-10T14:00:00.0,533.11,2024-06-11T20:00:00.0,529.0,Put,-1,0.0005439777906998555,536.64,0.29
2024-06-10T14:00:00.0,533.11,2024-06-11T20:00:00.0,537.0,Call,-1,0.000356399242182664,536.64,0.19
2024-06-11T14:00:00.0,532.9799,2024-06-12T20:00:00.0,526.0,Put,-1,0.0008818343806211077,541.25,0.47
2024-06-11T14:00:00.0,532.9799,2024-06-12T20:00:00.0,540.0,Call,-1,0.0007129724779489807,541.25,-0.87
